title,description,category,condition,original_price,final_price
收纳盒,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/cleaning,poor,208,48
iPhone 13 64G 2020款,iPhone 13 64G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/other_electronics,like_new,4736,3111
零食大礼包,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,good,191,120
运动鞋 尺码XL（服装配饰/鞋子）,运动鞋 尺码XL，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/shoes,good,242,114
零食大礼包（食品饮料/保健食品）,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,like_new,175,125
线性代数 考研专用,线性代数 考研专用，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/novel,like_new,72,38
漫画合集 第七版,漫画合集 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/magazine,new,172,127
羽绒服 尺码S,羽绒服 尺码S，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/shoes,poor,142,36
电磁炉,电磁炉，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/skincare,poor,127,26
帆布包 尺码L,帆布包 尺码L，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/bottom,like_new,542,392
双肩包 尺码XL,双肩包 尺码XL，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/shoes,good,200,104
漫画合集 第六版,漫画合集 第六版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/exam,like_new,143,91
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,fair,53,15
机械键盘 512G 2021款,机械键盘 512G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/camera,like_new,2635,1959
iPhone 14 512G 2022款,iPhone 14 512G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/tablet,good,3960,2346
专业参考书 最新版,专业参考书 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/other_books,new,27,21
卫衣 尺码XL,卫衣 尺码XL，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/other_clothing,good,408,283
iPhone 13 256G 2021款,iPhone 13 256G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/storage,like_new,1461,792
运动鞋 尺码M,运动鞋 尺码M，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/jewelry,like_new,256,177
桌游,桌游，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，校内自提优先。,other/appliance,new,2828,2159
固态硬盘 64G 2022款,固态硬盘 64G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/laptop,good,1459,840
高数 同济版 考研专用,高数 同济版 考研专用，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/comic,new,85,68
骑行头盔（运动用品/瑜伽用品）,骑行头盔，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/yoga,fair,265,88
运动护膝（运动用品/运动服装）,运动护膝，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/sports_clothing,poor,820,211
运动鞋 尺码XL,运动鞋 尺码XL，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/top,like_new,257,181
四六级模拟题 第六版,四六级模拟题 第六版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/professional,like_new,59,33
瑜伽垫,瑜伽垫，在学校操场使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/cycling,like_new,1043,610
吹风机（其他/服务技能）,吹风机，在校期间使用，整体成色良好，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/service,like_new,2701,2027
考研英语真题 最新版,考研英语真题 最新版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/textbook,like_new,118,69
双肩包 尺码L,双肩包 尺码L，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/shoes,good,416,185
轻薄本 256G 2022款,轻薄本 256G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/tablet,fair,4876,1322
羽毛球拍,羽毛球拍，在学校操场使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/running,like_new,330,261
哑铃套装,哑铃套装，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，也可以邮寄，运费自理。,sports/fitness,poor,455,65
iPad Pro 512G 2021款（电子产品/平板电脑）,iPad Pro 512G 2021款，主要用来上网课，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/tablet,good,330,156
篮球,篮球，在学校操场使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/fitness,new,160,112
整箱方便面,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,fair,23,6
瑜伽垫（运动用品/健身器材）,瑜伽垫，在学校操场使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/fitness,like_new,740,428
羽绒服 尺码XL,羽绒服 尺码XL，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/bottom,good,51,28
化妆品套装,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/cleaning,poor,94,16
化妆品套装（日用百货/床上用品）,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/bedding,fair,399,182
尤克里里（其他/家具）,尤克里里，在校期间使用，整体成色良好，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/furniture,fair,2446,952
固态硬盘 256G 2020款,固态硬盘 256G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/headphone,like_new,598,304
羽绒服 尺码L（服装配饰/包包）,羽绒服 尺码L，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/bag,fair,476,96
羽绒服 尺码XL,羽绒服 尺码XL，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/jewelry,good,304,212
瑜伽垫,瑜伽垫，在学校操场使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/outdoor,good,331,170
尤克里里,尤克里里，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，支持当面验货。,other/furniture,good,2211,1489
骑行头盔,骑行头盔，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/sports_clothing,good,721,401
连帽外套 尺码XL,连帽外套 尺码XL，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/dress,good,173,110
哑铃套装,哑铃套装，在学校操场使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/ball,good,1115,714
收纳盒,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/storage_box,like_new,63,49
整箱方便面（食品饮料/饮料酒水）,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,like_new,77,42
小型冰箱,小型冰箱，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，校内自提优先。,other/art,good,381,152
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,new,15,11
零食大礼包（食品饮料/其他食品）,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,good,51,26
雨伞（日用百货/收纳用品）,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/storage_box,like_new,337,191
奶茶券,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,new,34,24
降噪耳机 256G 2022款,降噪耳机 256G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/charger,good,7465,5026
木吉他,木吉他，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/appliance,like_new,915,663
足球（运动用品/运动服装）,足球，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/sports_clothing,good,213,113
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,like_new,170,85
卫衣 尺码L,卫衣 尺码L，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/shoes,good,500,217
考研英语真题 考研专用,考研英语真题 考研专用，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/language,new,104,82
iPad Air 128G 2022款,iPad Air 128G 2022款，主要用来上网课，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/storage,like_new,1685,1161
台灯（日用百货/其他日用品）,台灯，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/other_daily,good,223,126
台灯（日用百货/厨房用品）,台灯，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/kitchen,good,357,161
骑行头盔（运动用品/球类用品）,骑行头盔，在学校操场使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/ball,poor,1435,404
牛仔裤 尺码M,牛仔裤 尺码M，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/other_clothing,like_new,143,87
桌游,桌游，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/furniture,fair,2021,621
奶茶券,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,like_new,15,10
华为 Mate 256G 2021款,华为 Mate 256G 2021款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/other_electronics,good,3874,1976
蓝牙耳机 512G 2021款,蓝牙耳机 512G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/headphone,new,6562,5076
宿舍四件套,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/personal_care,fair,428,190
奶茶券,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,good,106,66
运动鞋 尺码L,运动鞋 尺码L，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/dress,new,156,122
小型冰箱,小型冰箱，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，支持当面验货。,other/appliance,good,950,552
画板,画板，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/appliance,like_new,1633,874
小米手机 512G 2023款,小米手机 512G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/other_electronics,like_new,7385,4624
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,like_new,185,144
小型冰箱,小型冰箱，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，校内自提优先。,other/toy,like_new,2383,1360
电饭煲（日用百货/文具用品）,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/stationery,good,405,277
骑行头盔,骑行头盔，在学校体育馆使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/outdoor,new,544,483
篮球,篮球，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/yoga,good,441,302
雨伞（日用百货/文具用品）,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/stationery,like_new,125,80
零食大礼包,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,like_new,186,131
吹风机,吹风机，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/service,fair,905,198
专业参考书 考研专用,专业参考书 考研专用，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/novel,like_new,41,28
连帽外套 尺码XL,连帽外套 尺码XL，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/jewelry,good,325,220
饮料套餐（食品饮料/保健食品）,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,like_new,64,44
牛仔裤 尺码XL,牛仔裤 尺码XL，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/hat,fair,353,174
羽绒服 尺码L,羽绒服 尺码L，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/top,good,399,275
零食大礼包,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,like_new,138,84
桌游（其他/家电）,桌游，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，看中的话可以小刀一点。,other/appliance,like_new,2400,1616
帆布包 尺码S,帆布包 尺码S，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/outerwear,like_new,661,338
咖啡粉（食品饮料/保健食品）,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,fair,27,10
轻薄本 128G 2021款,轻薄本 128G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/storage,like_new,3909,2682
羽毛球拍（运动用品/跑步装备）,羽毛球拍，在学校操场使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/running,good,326,136
足球,足球，在学校操场使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/yoga,good,1295,686
台灯,台灯，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/decoration,fair,152,55
运动护膝,运动护膝，在学校操场使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/fitness,good,1473,736
零食大礼包,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,like_new,13,7
漫画合集 最新版,漫画合集 最新版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/language,new,66,53
华为 Mate 64G 2023款,华为 Mate 64G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/camera,fair,5127,1336
线性代数 考研专用,线性代数 考研专用，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/reference,fair,46,17
收纳盒,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/skincare,good,476,244
奶茶券,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,new,133,98
宿舍四件套,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/bedding,good,421,241
卫衣 尺码L（服装配饰/上装）,卫衣 尺码L，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/top,like_new,356,257
瑜伽垫,瑜伽垫，在学校体育馆使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/fitness,like_new,264,204
iPad Air 128G 2022款,iPad Air 128G 2022款，主要用来上网课，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/storage,fair,2406,840
瑜伽垫,瑜伽垫，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/cycling,good,1050,563
运动鞋 尺码XL（服装配饰/配饰）,运动鞋 尺码XL，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/accessories,good,567,319
卫衣 尺码XL,卫衣 尺码XL，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/accessories,like_new,132,99
宿舍四件套,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/personal_care,good,467,305
专业参考书 最新版,专业参考书 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/other_books,fair,79,37
电饭煲,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/stationery,like_new,188,132
木吉他,木吉他，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/appliance,good,565,338
华为 Mate 128G 2023款（电子产品/智能手表/手环）,华为 Mate 128G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/watch,new,3005,2317
手办模型,手办模型，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，看中的话可以小刀一点。,other/ticket,like_new,1889,1028
iPhone 14 64G 2021款,iPhone 14 64G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/other_electronics,like_new,5899,3472
专业课教材 最新版（图书教材/其他图书）,专业课教材 最新版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/other_books,fair,151,44
iPad Pro 64G 2022款,iPad Pro 64G 2022款，主要用来上网课，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/headphone,good,2150,1359
双肩包 尺码L,双肩包 尺码L，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/top,new,362,322
木吉他,木吉他，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，校内自提优先。,other/other_other,good,2494,1478
小型冰箱,小型冰箱，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，支持当面验货。,other/musical,new,1249,917
牛仔裤 尺码M,牛仔裤 尺码M，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/accessories,new,261,230
手办模型,手办模型，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，校内自提优先。,other/other_other,good,612,406
风衣 尺码S（服装配饰/连衣裙）,风衣 尺码S，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/dress,new,154,112
羽毛球拍,羽毛球拍，在学校体育馆使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/fitness,new,202,146
iPhone 13 64G 2020款（电子产品/电子配件）,iPhone 13 64G 2020款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/accessories,good,2767,1299
卫衣 尺码L,卫衣 尺码L，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/top,like_new,610,375
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,like_new,156,99
水壶,水壶，宿舍自用，几乎全新，一直保持干净，转给需要的同学，校内自提优先。,daily/personal_care,new,119,106
iPhone 13 256G 2020款,iPhone 13 256G 2020款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/camera,good,1183,818
画板（其他/票券卡券）,画板，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，支持当面验货。,other/ticket,new,1399,1064
化妆品套装（日用百货/文具用品）,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/stationery,like_new,78,49
水壶,水壶，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/stationery,good,494,342
宿舍四件套（日用百货/收纳用品）,宿舍四件套，宿舍自用，几乎全新，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/storage_box,new,450,329
专业参考书 第六版,专业参考书 第六版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/exam,like_new,33,17
桌游,桌游，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，支持当面验货。,other/service,good,2120,1288
连帽外套 尺码S（服装配饰/包包）,连帽外套 尺码S，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/bag,like_new,139,86
化妆品套装,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/skincare,like_new,314,193
跑步鞋,跑步鞋，在学校操场使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/cycling,new,1246,913
哑铃套装,哑铃套装，在学校操场使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/fitness,fair,675,147
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,fair,71,35
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,like_new,179,97
羽绒服 尺码S,羽绒服 尺码S，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/bottom,like_new,602,384
风衣 尺码S,风衣 尺码S，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/dress,good,205,135
考研英语真题 第七版,考研英语真题 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/exam,good,162,74
MacBook Pro 64G 2020款（电子产品/其他电子产品）,MacBook Pro 64G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/other_electronics,like_new,5754,4204
经典小说 最新版,经典小说 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/novel,like_new,29,16
小米手机 128G 2020款（电子产品/台式电脑）,小米手机 128G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/desktop,new,6767,5653
整箱方便面,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,like_new,86,56
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,like_new,162,96
经典小说 最新版,经典小说 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/novel,new,75,57
小米手机 512G 2023款（电子产品/手机）,小米手机 512G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/phone,good,7827,5373
整箱方便面（食品饮料/饮料酒水）,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,like_new,43,28
马丁靴 尺码XL（服装配饰/连衣裙）,马丁靴 尺码XL，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/dress,good,517,287
木吉他,木吉他，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/art,like_new,969,630
iPhone 14 64G 2022款,iPhone 14 64G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/charger,good,3980,1939
水壶,水壶，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/storage_box,poor,383,88
篮球（运动用品/其他运动用品）,篮球，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/other_sports,fair,933,406
运动鞋 尺码S,运动鞋 尺码S，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/shoes,fair,353,107
零食大礼包（食品饮料/饮料酒水）,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,new,168,147
iPhone 13 64G 2023款,iPhone 13 64G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/laptop,new,5416,4321
奶茶券（食品饮料/茶咖啡）,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,fair,167,40
iPad Pro 512G 2021款,iPad Pro 512G 2021款，主要用来上网课，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/camera,like_new,7395,5198
尤克里里,尤克里里，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/appliance,like_new,1434,1080
羽毛球拍,羽毛球拍，在学校操场使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/yoga,good,70,35
羽毛球拍,羽毛球拍，在学校操场使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/yoga,poor,1113,295
整箱方便面（食品饮料/保健食品）,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,fair,118,52
固态硬盘 64G 2021款（电子产品/存储设备）,固态硬盘 64G 2021款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/storage,good,4233,2007
iPad Pro 64G 2023款（电子产品/耳机/音响）,iPad Pro 64G 2023款，主要用来上网课，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/headphone,good,206,97
iPad Air 128G 2022款（电子产品/其他电子产品）,iPad Air 128G 2022款，主要用来上网课，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/other_electronics,like_new,7811,5302
轻薄本 512G 2023款,轻薄本 512G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/other_electronics,like_new,4767,3500
考研英语真题 第七版,考研英语真题 第七版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/comic,new,78,68
足球（运动用品/健身器材）,足球，在学校体育馆使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/fitness,like_new,782,533
经典小说 第六版,经典小说 第六版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/novel,fair,136,43
宿舍四件套（日用百货/文具用品）,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/stationery,poor,53,11
化妆品套装,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/kitchen,like_new,373,195
木吉他,木吉他，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/ticket,like_new,397,203
专业参考书 第六版（图书教材/杂志期刊）,专业参考书 第六版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/magazine,fair,143,36
